Node	Protocol_Version	User_Agent	Connected_Since	Services	Height	Hostname	City	Country_Code	Latitude	Longitude	Timezone	ASN	Timestamp	Latest_Height	Total_Nodes	Organization
45.32.243.34:8333	70015	/Satoshi:0.18.0/	1568856042	1036	597043	45.32.243.34.vultr.com	Alexandria	AU	-33.9256	151.1906	Australia/Sydney	AS20473	1569709702	597043	9603	"Choopa, LLC"
106.12.39.168:8333	70015	/Satoshi:0.13.2/	1568945460	13	0	106.12.39.168	null	CN	39.9289	116.3883	Asia/Shanghai	AS38365	1569709702	597043	9603	"Beijing Baidu Netcom Science and Technology Co., Ltd."
35.187.221.109:8333	70015	/Satoshi:0.18.0/	1569661877	1037	597043	109.221.187.35.bc.googleusercontent.com	Mountain View	US	37.4043	-122.0748	America/Los_Angeles	AS15169	1569709702	597043	9603	"Google LLC"
34.220.31.227:8333	70015	/Satoshi:0.17.1/	1569708716	1037	597043	ec2-34-220-31-227.us-west-2.compute.amazonaws.com	Boardman	US	45.8491	-119.7143	America/Los_Angeles	AS16509	1569709702	597043	9603	"Amazon.com, Inc."
67.205.131.158:8333	70015	/Satoshi:0.15.1/	1568856041	13	597043	67.205.131.158	North Bergen	US	40.793	-74.0247	America/New_York	AS14061	1569709702	597043	9603	"DigitalOcean, LLC"
62.76.96.6:8333	70012	/Satoshi:0.12.1/	1569501806	5	597043	62.76.96.6	null	RU	55.7386	37.6068	Europe/Moscow	AS51408	1569709702	597043	9603	"OOO Sirius-Project"
90.227.130.6:8333	70015	/Satoshi:0.18.0/	1569312269	1037	597043	90-227-130-6-no513.tbcn.telia.com	Lilla Edet	SE	58.1333	12.1333	Europe/Stockholm	AS3301	1569709702	597043	9603	"Telia Company AB"
35.201.193.137:8333	70015	/Satoshi:0.18.0/	1569708477	1037	597043	137.193.201.35.bc.googleusercontent.com	null	null	35	105	Australia/Perth	AS15169	1569709702	597043	9603	"Google LLC"
116.203.188.129:8333	70015	/Satoshi:0.18.1/	1569709207	1037	597043	static.129.188.203.116.clients.your-server.de	null	DE	51.2993	9.491	Europe/Berlin	AS24940	1569709702	597043	9603	"Hetzner Online GmbH"
75.71.80.69:8333	70015	/Satoshi:0.18.1/	1568856041	1037	597043	c-75-71-80-69.hsd1.co.comcast.net	Loveland	US	40.4236	-105.0935	America/Denver	AS7922	1569709702	597043	9603	"Comcast Cable Communications, LLC"
78.129.201.15:8333	70015	/Satoshi:0.18.0/	1568856041	1037	597043	78.129.201.15	null	GB	51.4964	-0.1224	Europe/London	AS20860	1569709702	597043	9603	"Iomart Cloud Services Limited"
71.19.155.244:8333	70002	/Satoshi:0.11.2/	1569010805	0	597043	whyy.xen.prgmr.com	Sunnyvale	US	37.3688	-122.0363	America/Los_Angeles	AS47066	1569709702	597043	9603	"prgmr.com, Inc."
99.2.23.230:8333	70015	/Satoshi:0.18.0/	1569636208	1036	597043	99-2-23-230.lightspeed.snantx.sbcglobal.net	San Antonio	US	29.5531	-98.3598	America/Chicago	AS7018	1569709702	597043	9603	"AT&T Services, Inc."
99.238.21.75:8333	70015	/Satoshi:0.18.0/	1568906098	1037	597043	CPEac202e14a543-CMac202e14a540.cpe.net.cable.rogers.com	Toronto	CA	43.6909	-79.3098	America/Toronto	AS812	1569709702	597043	9603	"Rogers Communications Canada Inc."
184.146.95.209:8333	70015	/Satoshi:0.18.1/	1568950775	1037	597043	toroon0628w-lp140-02-184-146-95-209.dsl.bell.ca	Toronto	CA	43.7135	-79.3887	America/Toronto	AS577	1569709702	597043	9603	"Bell Canada"
46.23.87.218:8333	70015	/Satoshi:0.18.0/	1568856041	1037	597043	nozomi.sievie.com	null	NL	52.3824	4.8995	Europe/Amsterdam	AS3265	1569709702	597043	9603	"Xs4all Internet BV"
94.237.64.138:8333	70015	/Satoshi:0.15.1/	1568856041	12	597043	94-237-64-138.sg-sin1.upcloud.host	Singapore	SG	1.2996	103.8549	Asia/Singapore	AS202053	1569709702	597043	9603	"UpCloud Ltd"
159.138.138.254:38331	70015	/Satoshi:0.13.2/	1569506927	13	597043	ecs-159-138-138-254.compute.hwclouds-dns.com	null	HK	22.25	114.1667	Asia/Hong_Kong	AS136907	1569709702	597043	9603	"HUAWEI CLOUDS"
[2a01:4f8:161:5125::2]:8433	70015	/Satoshi:0.17.0/	1568856040	1037	597043	2a01:4f8:161:5125::2	null	DE	51.2993	9.491	Europe/Berlin	AS24940	1569709702	597043	9603	"Hetzner Online GmbH"
162.232.255.114:8333	70015	/Satoshi:0.18.0/	1568856041	1036	597043	162-232-255-114.lightspeed.sgnwmi.sbcglobal.net	Bay City	US	43.5821	-83.8781	America/Detroit	AS7018	1569709702	597043	9603	"AT&T Services, Inc."
217.12.204.86:8333	70015	/Satoshi:0.15.1/	1568873456	13	597043	dalliance.uaservers.net	null	UA	50.45	30.5233	Europe/Kiev	AS15626	1569709702	597043	9603	"ITL LLC"
95.216.36.232:8333	70015	/Satoshi:0.16.3/	1569519264	1037	597043	merkle.shiftcrypto.ch	null	FI	60.1708	24.9375	Europe/Helsinki	AS24940	1569709702	597043	9603	"Hetzner Online GmbH"
173.255.194.65:8333	70015	/Satoshi:0.16.3(overcome-adversity)/	1569622292	1036	597043	li204-65.members.linode.com	Dallas	US	32.7787	-96.8217	America/Chicago	AS63949	1569709702	597043	9603	"Linode, LLC"
119.29.54.159:8333	70015	/Satoshi:0.17.1/	1569605262	1037	597043	119.29.54.159	Beijing	CN	39.9288	116.3889	Asia/Shanghai	AS45090	1569709702	597043	9603	"Shenzhen Tencent Computer Systems Company Limited"
207.134.223.191:8333	70015	/Satoshi:0.18.0/	1568907045	1037	0	207.134.223.191	Baie-Comeau	CA	49.2167	-68.15	America/Toronto	AS852	1569709702	597043	9603	"TELUS Communications Inc."
82.217.228.243:8333	70015	/Satoshi:0.17.0/	1569432171	1037	597043	82-217-228-243.cable.dynamic.v4.ziggo.nl	Oegstgeest	NL	52.1811	4.475	Europe/Amsterdam	AS33915	1569709702	597043	9603	"Vodafone Libertel B.V."
23.175.0.222:8333	70015	/Satoshi:0.18.0/	1568856041	1037	597043	23.175.0.222	null	US	37.751	-97.822	America/Chicago	AS395502	1569709702	597043	9603	"JeffColo"
62.210.123.4:8333	70015	/Satoshi:0.17.0/	1568857329	1037	597043	62-210-123-4.rev.poneytelecom.eu	null	FR	48.8582	2.3387	Europe/Paris	AS12876	1569709702	597043	9603	"Online S.a.s."
